item_code,item_description,MOQ,brand
AB M3SS1-10B SELE. SWITCH 8536,AB M3SS1-10B SELE. SWITCH 8536,,abb
AB M4M 20 BACNET MULTI F METER,AB M4M 20 BACNET MULTI F METER,,abb
AB M4M 20 MODBUS METER,AB M4M 20 MODBUS METER,,abb
AB MCB-01 CONTACT BLOCK,AB MCB-01 CONTACT BLOCK,,abb
AB MCB-10 1SFA611610R1001,AB MCB-10 1SFA611610R1001,,abb
AB MCBH -00 HOLDER,AB MCBH -00 HOLDER,,abb
AB MCB S201-C100 SP100A,AB MCB S201-C100 SP100A,,abb
AB MCB S201M-C16 SP 16,AB MCB S201M-C16 SP 16,,abb
AB MCB S201M-C20  SP20A,AB MCB S201M-C20  SP20A,,abb
AB MCB S201M-C25 SP,AB MCB S201M-C25 SP,,abb
AB MCB S201MC-4   SP 4A,AB MCB S201MC-4   SP 4A,,abb
AB MCB S201M-C63 SP 63,AB MCB S201M-C63 SP 63,,abb
AB MCB S202M-C10 DP 10A,AB MCB S202M-C10 DP 10A,,abb
AB MCB S202M-C-16 DP,AB MCB S202M-C-16 DP,,abb
AB MCB S202M-C20 DP20A,AB MCB S202M-C20 DP20A,,abb
AB MCB S202M-C32 (DP 32A),AB MCB S202M-C32 (DP 32A),,abb
AB MCB S202M -C4A DP,AB MCB S202M -C4A DP,,abb
AB MCB S202M-C50 DP 50A,AB MCB S202M-C50 DP 50A,,abb
AB MCB S202M-C63DC DP63A DC,AB MCB S202M-C63DC DP63A DC,,abb
AB MCB S202M-C6 DP 6A,AB MCB S202M-C6 DP 6A,,abb
AB MCB S203C32,AB MCB S203C32,,abb
AB MCB S203-K-10,AB MCB S203-K-10,,abb
AB MCB S203M-C10,AB MCB S203M-C10,,abb
AB MCB S203M-C1 (273001R0014),AB MCB S203M-C1 (273001R0014),,abb
AB MCB S203M-C16 TP 16A,AB MCB S203M-C16 TP 16A,,abb
AB MCB S203M-C20 TP 20A,AB MCB S203M-C20 TP 20A,,abb
AB MCB S203M-K20 (10KA),AB MCB S203M-K20 (10KA),,abb
AB MCB S204-C50 FP 50,AB MCB S204-C50 FP 50,,abb
AB MCB S263 D20 TP 20 'D',AB MCB S263 D20 TP 20 'D',,abb
AB MCB S263-D25 TP 25 D,AB MCB S263-D25 TP 25 D,,abb
AB MCB S263-D40 TP 40A,AB MCB S263-D40 TP 40A,,abb
AB MCB S264-D16 FP 16A 'D',AB MCB S264-D16 FP 16A 'D',,abb
AB MCB S264-D 50 FP 50A 'D',AB MCB S264-D 50 FP 50A 'D',,abb
AB MCB S264-D63 FP 63 D,AB MCB S264-D63 FP 63 D,,abb
AB MCB S271C02 SP 2A,AB MCB S271C02 SP 2A,,abb
AB MCB S271C04 SP 4A,AB MCB S271C04 SP 4A,,abb
AB MCB S271C06 SP 6A,AB MCB S271C06 SP 6A,,abb
AB MCB S271C10NA SPN 10,AB MCB S271C10NA SPN 10,,abb
AB MCB S271C10 SP10,AB MCB S271C10 SP10,,abb
AB MCB S271C16 SP 16,AB MCB S271C16 SP 16,,abb
AB MCB S271C20 SP 20,AB MCB S271C20 SP 20,,abb
AB MCB S271C25 SP 25,AB MCB S271C25 SP 25,,abb
AB MCB S271C40 SP 40A,AB MCB S271C40 SP 40A,,abb
AB MCB S272C01 DP 1A,AB MCB S272C01 DP 1A,,abb
AB MCB S272C04 DP 4A,AB MCB S272C04 DP 4A,,abb
AB MCB S272C06 DP 6A,AB MCB S272C06 DP 6A,,abb
AB MCB S272C16 DP 16A,AB MCB S272C16 DP 16A,,abb
AB MCB S272C25 DP 25,AB MCB S272C25 DP 25,,abb
AB MCB S272C32 DP 32,AB MCB S272C32 DP 32,,abb
AB MCB S272C50 DP 50A,AB MCB S272C50 DP 50A,,abb
AB MCB S272C63 DP 63,AB MCB S272C63 DP 63,,abb
AB MCB S273C01 TP 1A,AB MCB S273C01 TP 1A,,abb
AB MCB S273C02A TP 02A,AB MCB S273C02A TP 02A,,abb
AB MCB S273C06 TP 6A,AB MCB S273C06 TP 6A,,abb
AB MCB S273C10 TP 10,AB MCB S273C10 TP 10,,abb
AB MCB S273C13 TP 13A,AB MCB S273C13 TP 13A,,abb
AB MCB S273C16 TP 16A,AB MCB S273C16 TP 16A,,abb
AB MCB S273C20 TP 20A,AB MCB S273C20 TP 20A,,abb
AB MCB S273C40NA TPN 40,AB MCB S273C40NA TPN 40,,abb
AB MCB S273C50 TP 50A,AB MCB S273C50 TP 50A,,abb
AB MCB S273C63NA TPN 63,AB MCB S273C63NA TPN 63,,abb
AB MCB S273C63 TP 63,AB MCB S273C63 TP 63,,abb
AB MCB S274C02 FP 2A,AB MCB S274C02 FP 2A,,abb
AB MCB S274C04 FP 4A,AB MCB S274C04 FP 4A,,abb
AB MCB S274C06 FP 06,AB MCB S274C06 FP 06,,abb
AB MCB S274C10 FP 10A,AB MCB S274C10 FP 10A,,abb
AB MCB S274C16 FP 16,AB MCB S274C16 FP 16,,abb
AB MCB S274C25 FP 25A,AB MCB S274C25 FP 25A,,abb
AB MCB S274C32 FP 32A,AB MCB S274C32 FP 32A,,abb
AB MCB S274C40 FP 40,AB MCB S274C40 FP 40,,abb
AB MCB S274C50 FP 50,AB MCB S274C50 FP 50,,abb
AB MCB S284 C100A FP,AB MCB S284 C100A FP,,abb
AB MCB SH201M-C10 SP 10A,AB MCB SH201M-C10 SP 10A,,abb
AB MCB SH201M-C16 SP 16A,AB MCB SH201M-C16 SP 16A,,abb
AB MCB SH201M-C1 SP 1A,AB MCB SH201M-C1 SP 1A,,abb
AB MCB SH201M-C25 SP 25A,AB MCB SH201M-C25 SP 25A,,abb
AB MCB SH201M-C2 SP 02A,AB MCB SH201M-C2 SP 02A,,abb
AB MCB SH201M-C6 SP 6A,AB MCB SH201M-C6 SP 6A,,abb
AB MCB SH202M-C10 DP,AB MCB SH202M-C10 DP,,abb
AB MCB SH202M-C16 DP 16A,AB MCB SH202M-C16 DP 16A,,abb
AB MCB SH202M-C20 DP 20A MCB,AB MCB SH202M-C20 DP 20A MCB,,abb
AB MCB SH202M C2 DP 02A,AB MCB SH202M C2 DP 02A,,abb
AB MCB SH202M-C32 DP 32A,AB MCB SH202M-C32 DP 32A,,abb
AB MCB SH202MC-40 DP,AB MCB SH202MC-40 DP,,abb
AB MCB SH202M-C63A DP,AB MCB SH202M-C63A DP,,abb
AB MCB SH202M-C6 DP 6A,AB MCB SH202M-C6 DP 6A,,abb
AB MCB SH203M C10 TP MCB,AB MCB SH203M C10 TP MCB,,abb
AB MCB SH203M-C16NA  TPN 16,AB MCB SH203M-C16NA  TPN 16,,abb
AB MCB SH203M-C20 TP 20A,AB MCB SH203M-C20 TP 20A,,abb
AB MCB SH203M-C25 TP 25A,AB MCB SH203M-C25 TP 25A,,abb
AB MCB SH203M-C40 TP 40A,AB MCB SH203M-C40 TP 40A,,abb
AB MCB SH203M-C4 TP 4A,AB MCB SH203M-C4 TP 4A,,abb
AB MCB SH203M-C63NA TPN 63A,AB MCB SH203M-C63NA TPN 63A,,abb
AB MCB SH203M-C63 TP 63A,AB MCB SH203M-C63 TP 63A,,abb
AB MCB SH203M-D10,AB MCB SH203M-D10,,abb
AB MCB SH203M-D16,AB MCB SH203M-D16,,abb
AB MCB SH203M-D20,AB MCB SH203M-D20,,abb
AB MCB SH204MC10 FP 10A,AB MCB SH204MC10 FP 10A,,abb
AB MCB SH204M-C20 FP 20A,AB MCB SH204M-C20 FP 20A,,abb
AB MCB SH204M-C25 FP 25A,AB MCB SH204M-C25 FP 25A,,abb
AB MCB SH204M-C32 FP 32A,AB MCB SH204M-C32 FP 32A,,abb
AB MCB SH204M-C40 FP 40A,AB MCB SH204M-C40 FP 40A,,abb
AB MCB SH204M-C63A FP 63A,AB MCB SH204M-C63A FP 63A,,abb
AB MIF MECH. INTERLOCK (51396),AB MIF MECH. INTERLOCK (51396),,abb
AB MIR-P PLATE FOR INTERLOCK T5( 54951),AB MIR-P PLATE FOR INTERLOCK T5( 54951),,abb
AB MLB-1 LAMP BLOCK,AB MLB-1 LAMP BLOCK,,abb
AB MLBL-01G  INDICATION LED RED,AB MLBL-01G  INDICATION LED RED,,abb
AB MLBL-01R  INDICATION LED RED,AB MLBL-01R  INDICATION LED RED,,abb
AB MO132-16A MPCB,AB MO132-16A MPCB,,abb
AB MO132-32A MPCB,AB MO132-32A MPCB,,abb
AB MODIBUS EKIP COM RS-485 E1.2(74150),AB MODIBUS EKIP COM RS-485 E1.2(74150),,abb
AB MODIBUS EKIP COM RS-485  XTMAX(105166),AB MODIBUS EKIP COM RS-485  XTMAX(105166),,abb
AB MOD XT1-XT3 MOTOR OPT. (66460),AB MOD XT1-XT3 MOTOR OPT. (66460),,abb
AB MOTOR OP.S3-S5,AB MOTOR OP.S3-S5,,abb
AB MOTOR OPT. E1-E6 (38324) 220V,AB MOTOR OPT. E1-E6 (38324) 220V,,abb
AB MOTOR OPT. S6 (ST ENGRGY),AB MOTOR OPT. S6 (ST ENGRGY),,abb
AB MP1-11G  PUSH BUTTON GREEN,AB MP1-11G  PUSH BUTTON GREEN,,abb
AB MP2-10R PUSH BUTTON,AB MP2-10R PUSH BUTTON,,abb
AB MS116 -10  MPCB,AB MS116 -10  MPCB,,abb
AB MS116-12,AB MS116-12,,abb
AB MS 116-16,AB MS 116-16,,abb
AB MS116-1.6A  MPCB,AB MS116-1.6A  MPCB,,abb
AB MS116-20  MPCB,AB MS116-20  MPCB,,abb
AB MS116-2.5,AB MS116-2.5,,abb
AB MS116 -25 MPCB,AB MS116 -25 MPCB,,abb
AB MS116-32,AB MS116-32,,abb
AB MS116 - 4,AB MS116 - 4,,abb
AB MS116 - 6.3,AB MS116 - 6.3,,abb
AB MS132 - 10 (1SAM350000R1010),AB MS132 - 10 (1SAM350000R1010),,abb
AB MS132 - 12 M.MOTOR STARTER,AB MS132 - 12 M.MOTOR STARTER,,abb
AB MS132 - 16 (1SAM350000R1011),AB MS132 - 16 (1SAM350000R1011),,abb
AB MS132 - 1.6A,AB MS132 - 1.6A,,abb
AB MS132-20,AB MS132-20,,abb
AB MS132-32,AB MS132-32,,abb
AB MS132 - 4.0 M.MOTOR STARTER,AB MS132 - 4.0 M.MOTOR STARTER,,abb
AB MS 132-6.3 M.MOTOR STARTER,AB MS 132-6.3 M.MOTOR STARTER,,abb
AB MS325-16 MPCB,AB MS325-16 MPCB,,abb
AB MS325-20,AB MS325-20,,abb
AB MS325-25,AB MS325-25,,abb
AB MS450 - 32,AB MS450 - 32,,abb
AB MS450-40,AB MS450-40,,abb
AB MS495-100,AB MS495-100,,abb
AB MSAH1 SHAFT SUPPORTER,AB MSAH1 SHAFT SUPPORTER,,abb
AB MSH-AR SHAFT A-RING,AB MSH-AR SHAFT A-RING,,abb
AB MSHD-LB (MS116),AB MSHD-LB (MS116),,abb
AB MSMN DRIVER (1SAM101923R0002),AB MSMN DRIVER (1SAM101923R0002),,abb
AB N22 E,AB N22 E,,abb
AB N31 E,AB N31 E,,abb
AB N40E AUX . CONT,AB N40E AUX . CONT,,abb
AB NF22E-11(1SBH137001R1122),AB NF22E-11(1SBH137001R1122),,abb
AB NF22E-13 (1SBH137001R1322),AB NF22E-13 (1SBH137001R1322),,abb
AB NF22E-14  (1SBH137001R1422),AB NF22E-14  (1SBH137001R1422),,abb
AB NL 22 E  24VDC,AB NL 22 E  24VDC,,abb
AB NX-22E CONTACTOR,AB NX-22E CONTACTOR,,abb
AB OA1G10AU AUX CONT,AB OA1G10AU AUX CONT,,abb
AB OA 1G10 AUX,AB OA 1G10 AUX,,abb
AB OESA 00-100A4  SFU(1SYN790290),AB OESA 00-100A4  SFU(1SYN790290),,abb
AB OESA00100N,AB OESA00100N,,abb
AB OESA 00-160 TP DIN TYPE,AB OESA 00-160 TP DIN TYPE,,abb
AB OESA0063D2 SFU,AB OESA0063D2 SFU,,abb
AB OESA250 B3PL,AB OESA250 B3PL,,abb
AB OESA400B3PL SFU,AB OESA400B3PL SFU,,abb
AB OESA630B3PL,AB OESA630B3PL,,abb
AB OESAZX 15,AB OESAZX 15,,abb
AB OESAZX 87,AB OESAZX 87,,abb
AB OESAZX 88,AB OESAZX 88,,abb
AB OETL 250K1,AB OETL 250K1,,abb
AB OHB125J12,AB OHB125J12,,abb
AB OHB 145 J12 (1SCA022381R2110),AB OHB 145 J12 (1SCA022381R2110),,abb
AB OHB 2AJM,AB OHB 2AJM,,abb
AB OHB45J6E311 HOD OT16-125A(22817),AB OHB45J6E311 HOD OT16-125A(22817),,abb
AB OHB45J6 HOD,AB OHB45J6 HOD,,abb
AB OHB65J6E311  HOD,AB OHB65J6E311  HOD,,abb
AB OHB80J6,AB OHB80J6,,abb
AB OHBS1AH HANDLE,AB OHBS1AH HANDLE,,abb
AB OHBS2RJ OT HANDLE BLACK/RED,AB OHBS2RJ OT HANDLE BLACK/RED,,abb
AB OHRS2 (108598),AB OHRS2 (108598),,abb
"AB OPTOCOUPLER R600 2A, A1-A 24V DC","AB OPTOCOUPLER R600 2A, A1-A 24V DC",,abb
AB OS200D03P 1SCA022709R9500,AB OS200D03P 1SCA022709R9500,,abb
AB OS250B03N3P (22750R8010) SWT DIS F,AB OS250B03N3P (22750R8010) SWT DIS F,,abb
AB OS250D30N3P  (1SYN873002B001),AB OS250D30N3P  (1SYN873002B001),,abb
AB OS315D03P SFU,AB OS315D03P SFU,,abb
AB OS400D03N3WP-AE 1SYN790290P0480,AB OS400D03N3WP-AE 1SYN790290P0480,,abb
AB OSS250G1S/3  (1SCA022731R9550),AB OSS250G1S/3  (1SCA022731R9550),,abb
AB OT100F3 (1SYN105004R1001),AB OT100F3 (1SYN105004R1001),,abb
AB OT100F4C M.C/O SWT.(5019),AB OT100F4C M.C/O SWT.(5019),,abb
AB OT125F4N2 125A( 1SYN105051R1001),AB OT125F4N2 125A( 1SYN105051R1001),,abb
AB OT125FT3,AB OT125FT3,,abb
AB OT160E04CP,AB OT160E04CP,,abb
AB OT 160 E3,AB OT 160 E3,,abb
AB OT160EV22K,AB OT160EV22K,,abb
AB OT 16 F3,AB OT 16 F3,,abb
AB OT16F4N2,AB OT16F4N2,,abb
AB OT16FT3,AB OT16FT3,,abb
AB OT250E03 (8610),AB OT250E03 (8610),,abb
AB OT 250E03P,AB OT 250E03P,,abb
AB OT250E04CP 250A FP C/O SWITCH,AB OT250E04CP 250A FP C/O SWITCH,,abb
AB OT 25 F3 (1SCA104857R100),AB OT 25 F3 (1SCA104857R100),,abb
AB OT25F3  (1SYN104857R1001),AB OT25F3  (1SYN104857R1001),,abb
AB OT400E04 (8000),AB OT400E04 (8000),,abb
AB OT400 E04P (1SACA022719R1810),AB OT400 E04P (1SACA022719R1810),,abb
AB OT 40 F3 (1SCA104902R001),AB OT 40 F3 (1SCA104902R001),,abb
AB OT40F3 (1SYN104902R1001),AB OT40F3 (1SYN104902R1001),,abb
AB OT40F4N2 ( 104932),AB OT40F4N2 ( 104932),,abb
AB OT 630 E0 3P,AB OT 630 E0 3P,,abb
AB OT630 E0 4P,AB OT630 E0 4P,,abb
AB OT63E3 TP,AB OT63E3 TP,,abb
AB OT 63 E4 FP,AB OT 63 E4 FP,,abb
AB OT 63F3 (1SYN105332R1001),AB OT 63F3 (1SYN105332R1001),,abb
AB OT63F4N2  1SCA105365R1001,AB OT63F4N2  1SCA105365R1001,,abb
AB OT 63F4N2  63A (1SYN101365R1001),AB OT 63F4N2  63A (1SYN101365R1001),,abb
AB OT800 E0 3P,AB OT800 E0 3P,,abb
AB OT 80F3 (1SCA105798R1001),AB OT 80F3 (1SCA105798R1001),,abb
AB OT80F3 (1SYN105798R1001),AB OT80F3 (1SYN105798R1001),,abb
AB OT80F4N2 (105413R),AB OT80F4N2 (105413R),,abb
AB OTPS40FDN1 FP 1SCA104999R1001,AB OTPS40FDN1 FP 1SCA104999R1001,,abb
AB OTS250G1S/4 SHROUD,AB OTS250G1S/4 SHROUD,,abb
AB OXP12X107,AB OXP12X107,,abb
AB OXP12X185,AB OXP12X185,,abb
AB OXP6X130 SHAFT,AB OXP6X130 SHAFT,,abb
AB OXP6X150 SHAFT,AB OXP6X150 SHAFT,,abb
AB OXP6X170 SHAFT OT16-125(8224),AB OXP6X170 SHAFT OT16-125(8224),,abb
AB OXP6X210 SHAFT,AB OXP6X210 SHAFT,,abb
AB OXS5X180 (SHAFT FOR MS ),AB OXS5X180 (SHAFT FOR MS ),,abb
AB OXS6X130 (1SCA101655R1001),AB OXS6X130 (1SCA101655R1001),,abb
AB PADLOCK HD  (64512),AB PADLOCK HD  (64512),,abb
AB PB 100MM XT5 FP KIT 6pcs (105003),AB PB 100MM XT5 FP KIT 6pcs (105003),,abb
AB PB SEPARATION 3PZ E2.2-E6.2(76167),AB PB SEPARATION 3PZ E2.2-E6.2(76167),,abb
AB PHASE BARR. FP T4-T5 (850207),AB PHASE BARR. FP T4-T5 (850207),,abb
AB PHASE BARRIER T1-T2-T3 FP -6PC,AB PHASE BARRIER T1-T2-T3 FP -6PC,,abb
AB PHASE BARRIER T1-T2-T3 TP (51427),AB PHASE BARRIER T1-T2-T3 TP (51427),,abb
AB PHASE BARR. TP T4-T5 (50207),AB PHASE BARR. TP T4-T5 (50207),,abb
"AB PH, BARRIER T6 4PC TP(50697R1","AB PH, BARRIER T6 4PC TP(50697R1",,abb
AB PH. BARRIER XT1 -XT3 TP (66676),AB PH. BARRIER XT1 -XT3 TP (66676),,abb
AB  PLUG 32A 2P +EARTH (232P6),AB  PLUG 32A 2P +EARTH (232P6),,abb
AB PR460-1,AB PR460-1,,abb
AB PS1-5-1-100 3PHASE BUSBAR,AB PS1-5-1-100 3PHASE BUSBAR,,abb
AB PS2-4-2-125 BUSBAR 1SAM401920R1024,AB PS2-4-2-125 BUSBAR 1SAM401920R1024,,abb
AB PS3/12/16 BUSBAR,AB PS3/12/16 BUSBAR,,abb
AB PS3/18 BUSBAR 18 WAY TP,AB PS3/18 BUSBAR 18 WAY TP,,abb
AB PS3/9 BUSBAR TP 9 WAY,AB PS3/9 BUSBAR TP 9 WAY,,abb
AB PSB-END6 END CAP(5201921R0006),AB PSB-END6 END CAP(5201921R0006),,abb
AB PSR25-600-11,AB PSR25-600-11,,abb
AB PSR60-600-70,AB PSR60-600-70,,abb
AB PSTB720-600-70 SOFT STARTERS,AB PSTB720-600-70 SOFT STARTERS,,abb
AB RC7-110 -250VOLT,AB RC7-110 -250VOLT,,abb
AB RC7 250-415 VOLT,AB RC7 250-415 VOLT,,abb
AB RCBO DS201-40-30,AB RCBO DS201-40-30,,abb
AB RCBO DS201M C10-100 10KA,AB RCBO DS201M C10-100 10KA,,abb
AB RCBO DS201 M C10 APR30(275480),AB RCBO DS201 M C10 APR30(275480),,abb
AB RCBO DS201M C16-100 10KA,AB RCBO DS201M C16-100 10KA,,abb
AB RCBO DS674-32-30,AB RCBO DS674-32-30,,abb
AB RCBO DS674-32-300MA,AB RCBO DS674-32-300MA,,abb
AB RCBO DS674-40-30,AB RCBO DS674-40-30,,abb
AB RCBO DS674-63-30MA,AB RCBO DS674-63-30MA,,abb
AB RCBO DS 674-C63-300MA,AB RCBO DS 674-C63-300MA,,abb
AB RCBO DS971-25-30MA  DP,AB RCBO DS971-25-30MA  DP,,abb
AB RCBO DS971 C16 100MA DP,AB RCBO DS971 C16 100MA DP,,abb
AB RCBO DS971 C32 30MA DP,AB RCBO DS971 C32 30MA DP,,abb
AB REACTOR 25KVAR 1HYC418000-1316,AB REACTOR 25KVAR 1HYC418000-1316,,abb
AB RV-BC6/60,AB RV-BC6/60,,abb
AB S202M-C16 DC (2CDS272064R0164),AB S202M-C16 DC (2CDS272064R0164),,abb
AB S281-UCK3 MCB,AB S281-UCK3 MCB,,abb
AB S2C-DH,AB S2C-DH,,abb
AB S2C-H6-11R AUX CONTACT,AB S2C-H6-11R AUX CONTACT,,abb
AB S2C-H6R AUX CONT 1C/O,AB S2C-H6R AUX CONT 1C/O,,abb
AB S2H11,AB S2H11,,abb
AB S3-S4 SPEDERLINK  TP,AB S3-S4 SPEDERLINK  TP,,abb
AB S5400 WFP EF/FP,AB S5400 WFP EF/FP,,abb
AB S5H 630 WMP/FP/630,AB S5H 630 WMP/FP/630,,abb
AB S5N400R400 LI FP,AB S5N400R400 LI FP,,abb
AB S5N 630 R630 /LI FP,AB S5N 630 R630 /LI FP,,abb
AB S5N 630/WMP/FP/ R 630/LI,AB S5N 630/WMP/FP/ R 630/LI,,abb
AB S7 KIT CON.PER BA-MT (1SDA044752R1),AB S7 KIT CON.PER BA-MT (1SDA044752R1),,abb
AB S7SEG M12 DB,AB S7SEG M12 DB,,abb
AB SA-3 PAD LOCK BOX,AB SA-3 PAD LOCK BOX,,abb
AB SB201-M-0.5C SP 0.5A MCB,AB SB201-M-0.5C SP 0.5A MCB,,abb
AB SB201 M-20 SP 20A MCB,AB SB201 M-20 SP 20A MCB,,abb
AB SB201 M-C10 SP 10A,AB SB201 M-C10 SP 10A,,abb
AB SB201 M-C16 SP 16A,AB SB201 M-C16 SP 16A,,abb
AB SB201M-C16 SP MCB (271012T),AB SB201M-C16 SP MCB (271012T),,abb
AB SB201 M-C20 SP 20A,AB SB201 M-C20 SP 20A,,abb
AB SB201M-C25 SP25A,AB SB201M-C25 SP25A,,abb
AB SB201M - C2  SP MCB,AB SB201M - C2  SP MCB,,abb
AB SB201 M-C32 SP 32A MCB,AB SB201 M-C32 SP 32A MCB,,abb
AB SB201M-C32 SP MCB (271012T),AB SB201M-C32 SP MCB (271012T),,abb
AB SB201M-C40 SP40A,AB SB201M-C40 SP40A,,abb
AB SB201M-C4  SP MCB,AB SB201M-C4  SP MCB,,abb
AB SB201M-C50A  SP50A,AB SB201M-C50A  SP50A,,abb
AB SB201M-C63 SP MCB (271012T),AB SB201M-C63 SP MCB (271012T),,abb
AB SB201M-C63 SP MCB 63A,AB SB201M-C63 SP MCB 63A,,abb
AB SB201M-C6 SP MCB,AB SB201M-C6 SP MCB,,abb
AB SB201M-C6 SP MCB (271012T),AB SB201M-C6 SP MCB (271012T),,abb
AB SB202M - C10  DP MCB,AB SB202M - C10  DP MCB,,abb
AB SB202M-C16  DP MCB,AB SB202M-C16  DP MCB,,abb
AB SB202M - C20 DP MCB,AB SB202M - C20 DP MCB,,abb
AB SB202-M-C25 DP MCB,AB SB202-M-C25 DP MCB,,abb
AB SB202 M-C2 DP MCB,AB SB202 M-C2 DP MCB,,abb
AB SB202M - C32 DP MCB,AB SB202M - C32 DP MCB,,abb
AB SB202M - C40 DP MCB,AB SB202M - C40 DP MCB,,abb
AB SB202M - C4  DP 4A MCB,AB SB202M - C4  DP 4A MCB,,abb
AB SB202M-C50 DP 50A MCB,AB SB202M-C50 DP 50A MCB,,abb
AB SB202M-C63 DP63A,AB SB202M-C63 DP63A,,abb
AB SB202M-C6  DP 6A MCB,AB SB202M-C6  DP 6A MCB,,abb
AB SB202 M-D32 DP 'D' MCB,AB SB202 M-D32 DP 'D' MCB,,abb
AB SB202 M-D63 DP 'D' MCB,AB SB202 M-D63 DP 'D' MCB,,abb
AB SB203M-C10 TP MCB,AB SB203M-C10 TP MCB,,abb
AB SB203M-C16 TP MCB,AB SB203M-C16 TP MCB,,abb
AB SB203M-C20 TP MCB,AB SB203M-C20 TP MCB,,abb
AB SB203M-C25 TP MCB,AB SB203M-C25 TP MCB,,abb
AB SB203 M-C32 TP 32A,AB SB203 M-C32 TP 32A,,abb
AB SB203M-C40 TP 40A MCB,AB SB203M-C40 TP 40A MCB,,abb
AB SB203M-C50 TP MCB,AB SB203M-C50 TP MCB,,abb
AB SB203M-C63 TP MCB,AB SB203M-C63 TP MCB,,abb
AB SB203M-C6 TP 06A,AB SB203M-C6 TP 06A,,abb
AB SB204-M-C10 FP 10A MCB,AB SB204-M-C10 FP 10A MCB,,abb
AB SB204-M-C16 FP 16A MCB,AB SB204-M-C16 FP 16A MCB,,abb
AB SB204M-C20 FP MCB,AB SB204M-C20 FP MCB,,abb
AB SB204M-C25 FP MCB,AB SB204M-C25 FP MCB,,abb
AB SB204-M-C32 FP 32A MCB,AB SB204-M-C32 FP 32A MCB,,abb
AB SB204M-C40 FP MCB,AB SB204M-C40 FP MCB,,abb
AB SB204M-C50 FP MCB,AB SB204M-C50 FP MCB,,abb
AB SB204-M-C63 FP 63A MCB,AB SB204-M-C63 FP 63A MCB,,abb
AB SB204M-C6 FP 06A MCB,AB SB204M-C6 FP 06A MCB,,abb
AB SB204 M-D40 FP 'D' MCB,AB SB204 M-D40 FP 'D' MCB,,abb
AB SB204 M-D63 FP 'D' MCB,AB SB204 M-D63 FP 'D' MCB,,abb
AB SDB-35,AB SDB-35,,abb
AB SEN 4P,AB SEN 4P,,abb
AB SEN 8POLE,AB SEN 8POLE,,abb
AB SENDP  DP ENCL,AB SENDP  DP ENCL,,abb
AB SEN SP ENCL,AB SEN SP ENCL,,abb
AB SEPARTING PARTITION T6 4PC TP(50696),AB SEPARTING PARTITION T6 4PC TP(50696),,abb
AB SEP. PARTITION TP T4-T5-T7 (54970),AB SEP. PARTITION TP T4-T5-T7 (54970),,abb
AB SGK 20A TP P & S DB,AB SGK 20A TP P & S DB,,abb
AB SGK SP 20A P&S,AB SGK SP 20A P&S,,abb
AB SHCM10 DB D.D.,AB SHCM10 DB D.D.,,abb
AB SHC M16 DB,AB SHC M16 DB,,abb
AB SHCM 4 DB,AB SHCM 4 DB,,abb
AB SHC M6 DB,AB SHC M6 DB,,abb
AB SHCM8 8WAY SPN DB DD,AB SHCM8 8WAY SPN DB DD,,abb
AB SHCWD12 SPN DB,AB SHCWD12 SPN DB,,abb
AB SHD201/16 ISO 16A,AB SHD201/16 ISO 16A,,abb
AB SHDBM06 6 WAY TPN,AB SHDBM06 6 WAY TPN,,abb
AB SHDBM16 DB,AB SHDBM16 DB,,abb
AB SHDBM6 DB,AB SHDBM6 DB,,abb
AB SHDBM8 DB D.D. 8WAY,AB SHDBM8 DB D.D. 8WAY,,abb
AB SHDBM WP 8 DB,AB SHDBM WP 8 DB,,abb
AB SHPPIM12 DB,AB SHPPIM12 DB,,abb
AB SHPPI M16 DB,AB SHPPI M16 DB,,abb
AB SHPPIM6 DB,AB SHPPIM6 DB,,abb
AB SHUNT CLOSEING REL E1.2-E6.2 (73687),AB SHUNT CLOSEING REL E1.2-E6.2 (73687),,abb
AB SHUNT CLOSING COIL E1-E6(38296),AB SHUNT CLOSING COIL E1-E6(38296),,abb
AB SHUNT CLOSING E1-E6 (38302R1),AB SHUNT CLOSING E1-E6 (38302R1),,abb
AB SHUNT CLOSING T7M-SX1(62081),AB SHUNT CLOSING T7M-SX1(62081),,abb
AB SHUNT OPEING COIL  E1-E6(38286),AB SHUNT OPEING COIL  E1-E6(38286),,abb
AB SHUNT OPENING E1-E6 (38290),AB SHUNT OPENING E1-E6 (38290),,abb
AB SHUNT OPENING E1-E6 (38292R1),AB SHUNT OPENING E1-E6 (38292R1),,abb
AB SHUNT OPEN REL E1.2-E6.2 (73674),AB SHUNT OPEN REL E1.2-E6.2 (73674),,abb
AB SHUNT OPEN  SOR T4-T5-T6 (54866),AB SHUNT OPEN  SOR T4-T5-T6 (54866),,abb
AB SHUNT OPEN T1-T2-T3 220V(51336),AB SHUNT OPEN T1-T2-T3 220V(51336),,abb
AB SHUNT TRIP T1-T2-T3(051335),AB SHUNT TRIP T1-T2-T3(051335),,abb
AB SHUNT TRIP T4-T5-T6 (1SDA054865),AB SHUNT TRIP T4-T5-T6 (1SDA054865),,abb
AB SK1-11 (1SAM201903R1001),AB SK1-11 (1SAM201903R1001),,abb
AB SK1-20 AUX CONT.2NO,AB SK1-20 AUX CONT.2NO,,abb
AB SK4-11,AB SK4-11,,abb
AB SK 824 EH100,AB SK 824 EH100,,abb
