item_code,item_description,MOQ,brand
ETN M22-XAK11 EMERGENCY STOP PLATE  121085,ETN M22-XAK11 EMERGENCY STOP PLATE  121085,0,eaton
ETN M22-XAMP  229028,ETN M22-XAMP  229028,0,eaton
ETN M22-XBK1 LABEL(216483),ETN M22-XBK1 LABEL(216483),0,eaton
ETN M22-XBK  269580  LABEL,ETN M22-XBK  269580  LABEL,0,eaton
"ETN M22-XD-B-X6 BUTTON PLATE ""R"" 218172","ETN M22-XD-B-X6 BUTTON PLATE ""R"" 218172",0,eaton
ETN M22-XD-S-X17 BUTTON PLATE 218183,ETN M22-XD-S-X17 BUTTON PLATE 218183,0,eaton
"ETN M22-XD-S-X7 BUTTON PLATE ""ARROW"" 218173","ETN M22-XD-S-X7 BUTTON PLATE ""ARROW"" 218173",0,eaton
ETN  M22-XG-PV 231273,ETN  M22-XG-PV 231273,0,eaton
ETN MCCB 400A NZMN3-AE400  259114,ETN MCCB 400A NZMN3-AE400  259114,0,eaton
ETN MPCB PKZM0-0.4 72732,ETN MPCB PKZM0-0.4 72732,0,eaton
ETN MPCB PKZM0-0.63 072733,ETN MPCB PKZM0-0.63 072733,0,eaton
ETN MPCB PKZM0-10 (72739),ETN MPCB PKZM0-10 (72739),0,eaton
ETN MPCB PKZM01-10 (278484),ETN MPCB PKZM01-10 (278484),0,eaton
ETN MPCB PKZM01-1.6  278480,ETN MPCB PKZM01-1.6  278480,0,eaton
ETN MPCB PKZM01-6.3 (278483),ETN MPCB PKZM01-6.3 (278483),0,eaton
ETN MPCB PKZM0-16   46938,ETN MPCB PKZM0-16   46938,0,eaton
ETN MPCB PKZM0-1.6  72735,ETN MPCB PKZM0-1.6  72735,0,eaton
ETN MPCB PKZM0-1 72734,ETN MPCB PKZM0-1 72734,0,eaton
ETN MPCB PKZM0-20  46988,ETN MPCB PKZM0-20  46988,0,eaton
ETN MPCB PKZM0-25 46989,ETN MPCB PKZM0-25 46989,0,eaton
ETN MPCB PKZM0-2.5 72736,ETN MPCB PKZM0-2.5 72736,0,eaton
ETN MPCB PKZM0-32 278489,ETN MPCB PKZM0-32 278489,0,eaton
ETN MPCB PKZM0-4 (72737),ETN MPCB PKZM0-4 (72737),0,eaton
ETN MPCB PKZM0-6.3 72738,ETN MPCB PKZM0-6.3 72738,0,eaton
ETN MPCB PKZM0-6.3 -T  088915,ETN MPCB PKZM0-6.3 -T  088915,0,eaton
ETN NHI12PKZ0 AUX SIDE MTD 2NO1NC 072895,ETN NHI12PKZ0 AUX SIDE MTD 2NO1NC 072895,0,eaton
ETN NHI-E-11-PKZO 82882,ETN NHI-E-11-PKZO 82882,0,eaton
ETN N-P1Z CONTACT BLOCK,ETN N-P1Z CONTACT BLOCK,0,eaton
ETN NZM1/2-XV6 SHAFT 600mm 260191,ETN NZM1/2-XV6 SHAFT 600mm 260191,0,eaton
ETN NZM1-4-XIP FP TERMINAL COVER  266745,ETN NZM1-4-XIP FP TERMINAL COVER  266745,0,eaton
ETN NZM1-XIPK IP20 PROTECTION TP 266744,ETN NZM1-XIPK IP20 PROTECTION TP 266744,0,eaton
ETN NZM1-XTVDVR ROH 260178,ETN NZM1-XTVDVR ROH 260178,0,eaton
ETN NZM2-XAD250 BUSBAR ADAPTER 104555,ETN NZM2-XAD250 BUSBAR ADAPTER 104555,0,eaton
ETN NZM2-XKSA 260038,ETN NZM2-XKSA 260038,0,eaton
ETN NZM2-XSRM-L MAIN SW ASS KIT LEFT SIDE 266672,ETN NZM2-XSRM-L MAIN SW ASS KIT LEFT SIDE 266672,0,eaton
ETN NZM3/4-XV4 261234,ETN NZM3/4-XV4 261234,0,eaton
ETN NZM34XV6 260193 SHAFT FOR HOD,ETN NZM34XV6 260193 SHAFT FOR HOD,0,eaton
ETN NZM3-XKSA TERMINAL COVER TP 260045,ETN NZM3-XKSA TERMINAL COVER TP 260045,0,eaton
ETN NZM3-XTVD 260170,ETN NZM3-XTVD 260170,0,eaton
ETN NZM3-XTVDVR ROH 260182,ETN NZM3-XTVDVR ROH 260182,0,eaton
ETN NZM4-XU380-440V AC UVR 266194,ETN NZM4-XU380-440V AC UVR 266194,0,eaton
ETN NZMB1A-63 63A TP MCCB 259077,ETN NZMB1A-63 63A TP MCCB 259077,0,eaton
ETN NZMH1-4-A32 MCCB 284420,ETN NZMH1-4-A32 MCCB 284420,0,eaton
ETN NZMH1-4-A40 MCCB 284422,ETN NZMH1-4-A40 MCCB 284422,0,eaton
ETN NZMN1-A125  125A TP 50KA MCCB 259086,ETN NZMN1-A125  125A TP 50KA MCCB 259086,0,eaton
ETN NZMN1-M100 TP MCCB 265722,ETN NZMN1-M100 TP MCCB 265722,0,eaton
ETN NZMN1-M80 265721,ETN NZMN1-M80 265721,0,eaton
ETN NZMN2-A200 200A TP MCCB 259093,ETN NZMN2-A200 200A TP MCCB 259093,0,eaton
ETN NZMN2-M125 MCCB 265723,ETN NZMN2-M125 MCCB 265723,0,eaton
ETN NZMN2-M160 160A TP MCCB TMA 265724,ETN NZMN2-M160 160A TP MCCB TMA 265724,0,eaton
ETN P1-25-EA/SVB-SW  48365,ETN P1-25-EA/SVB-SW  48365,0,eaton
ETN P1-32/M4/SVB  32A TP SWITCH 172865,ETN P1-32/M4/SVB  32A TP SWITCH 172865,0,eaton
ETN P1/P3-M400 6MM METAL SHAFT 172844,ETN P1/P3-M400 6MM METAL SHAFT 172844,0,eaton
ETN P3-100/EA/SVB ROTARY SWT 019890,ETN P3-100/EA/SVB ROTARY SWT 019890,0,eaton
ETN PDG33M0250TFAJ 250A TP MCCB,ETN PDG33M0250TFAJ 250A TP MCCB,0,eaton
ETN PI-32/E/SVB ROTARY SWT 081438,ETN PI-32/E/SVB ROTARY SWT 081438,0,eaton
ETN PKZM0-16/NHI-11 MPCB WITH AUX 39423,ETN PKZM0-16/NHI-11 MPCB WITH AUX 39423,0,eaton
ETN PN2-250 250A TP ISOLATOR 266007,ETN PN2-250 250A TP ISOLATOR 266007,0,eaton
ETN PVT60P EME STOP PB 60 MM 121464,ETN PVT60P EME STOP PB 60 MM 121464,0,eaton
ETN RCBO 10A SPN 30MA TYPE A 110404,ETN RCBO 10A SPN 30MA TYPE A 110404,0,eaton
ETN RCBO 6A SPN 30MA TYPE A 110403,ETN RCBO 6A SPN 30MA TYPE A 110403,0,eaton
ETN RCCB 100AFP300MA S/A 290220,ETN RCCB 100AFP300MA S/A 290220,0,eaton
ETN RCCB 125A FP 1000MA S/A (170176),ETN RCCB 125A FP 1000MA S/A (170176),0,eaton
ETN RCCB 125AFP300MA TYPE A 248811,ETN RCCB 125AFP300MA TYPE A 248811,0,eaton
ETN RCCB 40A FP 300 B TYPE SELECTIVE 167901,ETN RCCB 40A FP 300 B TYPE SELECTIVE 167901,0,eaton
ETN RCCB 40AFP 300MA PFIM40/4/03 235412,ETN RCCB 40AFP 300MA PFIM40/4/03 235412,0,eaton
ETN RCCB 40AFP300MA TYPE A 235468,ETN RCCB 40AFP300MA TYPE A 235468,0,eaton
ETN RCCB 40A FP 30MA 235410,ETN RCCB 40A FP 30MA 235410,0,eaton
ETN RCCB 80AFP 300MA S/A 248830,ETN RCCB 80AFP 300MA S/A 248830,0,eaton
ETN RCCB FP 80A 1000MA170175,ETN RCCB FP 80A 1000MA170175,0,eaton
ETN RCCB FP 80A 300MA S/A 170171,ETN RCCB FP 80A 300MA S/A 170171,0,eaton
ETN RCCB FRCDM-63/4/03-G/B 167898,ETN RCCB FRCDM-63/4/03-G/B 167898,0,eaton
ETN RC FOR DILM 7-12(281199),ETN RC FOR DILM 7-12(281199),0,eaton
ETN SP 10A FAZ-C10/1- NA 102087,ETN SP 10A FAZ-C10/1- NA 102087,0,eaton
ETN SP10A MCB FAZ-C10/1 278557,ETN SP10A MCB FAZ-C10/1 278557,0,eaton
ETN SP 10A MCB FAZ-K10/1 278597,ETN SP 10A MCB FAZ-K10/1 278597,0,eaton
ETN SP 10A MCB FAZ-Z10/1 278625,ETN SP 10A MCB FAZ-Z10/1 278625,0,eaton
ETN SP 10A MCB PLSM-C10  242202,ETN SP 10A MCB PLSM-C10  242202,0,eaton
ETN SP 16 MCB PLSMC16 242206,ETN SP 16 MCB PLSMC16 242206,0,eaton
ETN SP 1A MCB FAZ-K1/1 278590,ETN SP 1A MCB FAZ-K1/1 278590,0,eaton
ETN SP20A MCB PLSM-C20 242207,ETN SP20A MCB PLSM-C20 242207,0,eaton
ETN SP25A MCB FAZ-K25/1 278601,ETN SP25A MCB FAZ-K25/1 278601,0,eaton
ETN SP 25A MCB FAZ-Z25/1 278628,ETN SP 25A MCB FAZ-Z25/1 278628,0,eaton
ETN SP 25A MCB PLSM-B 242182,ETN SP 25A MCB PLSM-B 242182,0,eaton
ETN SP 25A MCB PLSM-C25  242208,ETN SP 25A MCB PLSM-C25  242208,0,eaton
ETN SP2A MCB FAZ-C2/1 278549,ETN SP2A MCB FAZ-C2/1 278549,0,eaton
ETN SP 2A MCB FAZK2/1   278592,ETN SP 2A MCB FAZK2/1   278592,0,eaton
ETN SP 2A MCB FAZ-Z2/1 (278620),ETN SP 2A MCB FAZ-Z2/1 (278620),0,eaton
ETN SP 2A MCB PLSM-C2 (242194),ETN SP 2A MCB PLSM-C2 (242194),0,eaton
ETN SP32A FAZ-Z32/1 278629,ETN SP32A FAZ-Z32/1 278629,0,eaton
ETN SP32A MCB PLSM C32/1 242209,ETN SP32A MCB PLSM C32/1 242209,0,eaton
ETN SP 4A MCB FAZ-K4/1(278594),ETN SP 4A MCB FAZ-K4/1(278594),0,eaton
ETN SP 4A MCB PLSM-B4-MW (242172),ETN SP 4A MCB PLSM-B4-MW (242172),0,eaton
ETN SP4A MCB PLSM-C4 242198,ETN SP4A MCB PLSM-C4 242198,0,eaton
ETN SP4A MCB PLSM-D4/1-MW 242221,ETN SP4A MCB PLSM-D4/1-MW 242221,0,eaton
ETN SP 50A MCB FAZK50/1 278604,ETN SP 50A MCB FAZK50/1 278604,0,eaton
ETN SP63A MCB PLSMC63-MW 242212,ETN SP63A MCB PLSMC63-MW 242212,0,eaton
ETN SP 6A MCB FAZ-K6/1(278595),ETN SP 6A MCB FAZ-K6/1(278595),0,eaton
ETN SP 6A MCB FAZ-Z6/1 278623,ETN SP 6A MCB FAZ-Z6/1 278623,0,eaton
ETN SP6A MCB PLSMC6 242200,ETN SP6A MCB PLSMC6 242200,0,eaton
ETN SP6A MCB TYPE B PLSM-B6  242174,ETN SP6A MCB TYPE B PLSM-B6  242174,0,eaton
ETN SWITCH 125A TP 280911,ETN SWITCH 125A TP 280911,0,eaton
ETN TO-2-1/EA/SVB 38873 PANEL MTD ISOLATOR,ETN TO-2-1/EA/SVB 38873 PANEL MTD ISOLATOR,0,eaton
ETN TO-3-8401/EZ  20A REVERSING SWITCH 091047,ETN TO-3-8401/EZ  20A REVERSING SWITCH 091047,0,eaton
ETN TO-4-8440/E 20A MULTI SPEED SWITCH,ETN TO-4-8440/E 20A MULTI SPEED SWITCH,0,eaton
ETN TP 10A MCB FAZ-C10/3 NA 102247,ETN TP 10A MCB FAZ-C10/3 NA 102247,0,eaton
ETN TP 10A MCB  FAZK10/3  278909,ETN TP 10A MCB  FAZK10/3  278909,0,eaton
ETN TP10A MCB PLSMC10/3 242470,ETN TP10A MCB PLSMC10/3 242470,0,eaton
ETN TP 16A MCB FAZ-K16/3(278911),ETN TP 16A MCB FAZ-K16/3(278911),0,eaton
ETN TP 16A MCB PLSMC16/3 242474,ETN TP 16A MCB PLSMC16/3 242474,0,eaton
ETN TP20A MCB FAZ-D20/3 278897,ETN TP20A MCB FAZ-D20/3 278897,0,eaton
ETN TP 20A MCB  PLSMC20/3 242475,ETN TP 20A MCB  PLSMC20/3 242475,0,eaton
ETN TP 20 MCB FAZ-C20/3 (102251),ETN TP 20 MCB FAZ-C20/3 (102251),0,eaton
ETN TP 20 MCB FAZK20/3 278912,ETN TP 20 MCB FAZK20/3 278912,0,eaton
ETN TP 25A MCB 'D' FAZ-D25/3  278898,ETN TP 25A MCB 'D' FAZ-D25/3  278898,0,eaton
ETN TP 25A MCB FAZ-K25/3 (278913),ETN TP 25A MCB FAZ-K25/3 (278913),0,eaton
ETN TP 25A MCB PLSMC25/3 242476,ETN TP 25A MCB PLSMC25/3 242476,0,eaton
ETN TP2A MCB FAZ-C2/3 278861,ETN TP2A MCB FAZ-C2/3 278861,0,eaton
ETN TP32A MCB PLSMC32/3 242477,ETN TP32A MCB PLSMC32/3 242477,0,eaton
ETN TP40A MCB PLSM C40/3 242478,ETN TP40A MCB PLSM C40/3 242478,0,eaton
ETN TP 4A MCB PLSM-C4/3  242466,ETN TP 4A MCB PLSM-C4/3  242466,0,eaton
ETN  TP 50A MCB FAZ-K50/3 (278916),ETN  TP 50A MCB FAZ-K50/3 (278916),0,eaton
ETN TP50A MCB TYPE D PLSM-D50/3 113152,ETN TP50A MCB TYPE D PLSM-D50/3 113152,0,eaton
"ETN TP63A MCB FAZ-D63/3, UL1077 115375","ETN TP63A MCB FAZ-D63/3, UL1077 115375",0,eaton
ETN TP 63A MCB PLSMC63/3 242480,ETN TP 63A MCB PLSMC63/3 242480,0,eaton
ETN TP 6A MCB FAZ-K6/3  278907,ETN TP 6A MCB FAZ-K6/3  278907,0,eaton
ETN TPN 40A MCB PLSM-C40/3N 242547,ETN TPN 40A MCB PLSM-C40/3N 242547,0,eaton
"ETN UTI,0-115 CONTROL TRANSFORMER 206929","ETN UTI,0-115 CONTROL TRANSFORMER 206929",0,eaton
ETN XTCD18-11(110V AC) CMD 00527,ETN XTCD18-11(110V AC) CMD 00527,0,eaton
ETN XTCD25-11(110V AC) CMD00535,ETN XTCD25-11(110V AC) CMD00535,0,eaton
ETN XTCD9-11(110V) 9A TP CONTACTOR CMD00511,ETN XTCD9-11(110V) 9A TP CONTACTOR CMD00511,0,eaton
ETN XTCD9-11(230V AC) CMD00513,ETN XTCD9-11(230V AC) CMD00513,0,eaton
ETN XTOD18-4  OLR D  LINE 2.5-4A CMD00694,ETN XTOD18-4  OLR D  LINE 2.5-4A CMD00694,0,eaton
ETN XTOD18-6  OLR D  LINE 4-6A CMD00695,ETN XTOD18-6  OLR D  LINE 4-6A CMD00695,0,eaton
ETN ZB32-24  OLR 16 - 24 278453,ETN ZB32-24  OLR 16 - 24 278453,0,eaton
ETN ZEB150-175  164303 ELECTRONIC OLR,ETN ZEB150-175  164303 ELECTRONIC OLR,0,eaton
